organism,NOSC,eC_ratio
PCC6803,-0.1990921226864412,4.199092122686441
PCC6803,-0.15650413413296752,4.156504134132968
PCC6803,-0.15951677259575034,4.15951677259575
PCC6803,-0.16611387342851616,4.166113873428516
PCC6803,-0.18399751970861583,4.183997519708615
PCC6803,-0.1660248439296248,4.166024843929625
PCC6803,-0.15961913437358397,4.1596191343735835
PCC6803,-0.15302022455474792,4.153020224554748
PCC6803,-0.162787743339531,4.162787743339531
PCC6803,-0.17788776049681884,4.1778877604968185
PCC6803,-0.15117953988527447,4.151179539885274
PCC6803,-0.15799488810359577,4.1579948881035955
PCC6803,-0.17826611766697797,4.178266117666978
PCC6803,-0.16327011007617692,4.163270110076177
PCC6803,-0.2039194801479897,4.20391948014799
PCC6803,-0.16923584818023743,4.169235848180238
PCC6803,-0.15829105798512036,4.15829105798512
PCC6803,-0.17591325203401703,4.175913252034017
PCC6803,-0.17056641168374742,4.1705664116837475
PCC6803,-0.15243538932236825,4.152435389322369
PCC6803,-0.16416450381537245,4.164164503815372
PCC6803,-0.1862429161515163,4.1862429161515164
PCC6803,-0.1771854081174836,4.1771854081174835
PCC6803,-0.20759571244358235,4.207595712443583
PCC6803,-0.17285804187135692,4.172858041871357
PCC6803,-0.17026154148881634,4.1702615414888164
PCC6803,-0.17513918523539257,4.175139185235393
PCC6803,-0.18578222254899163,4.185782222548991
PCC6803,-0.18460072464138183,4.184600724641382
PCC6803,-0.15720304771955176,4.157203047719552
PCC6803,-0.15075900961872385,4.1507590096187235
PCC6803,-0.13467298016697965,4.13467298016698
PCC6803,-0.16994950062582506,4.169949500625825
PCC6803,-0.18683715555817737,4.186837155558178
PCC6803,-0.1505992610310388,4.150599261031039
PCC6803,-0.1615714915237704,4.1615714915237705
PCC6803,-0.16355983892379838,4.163559838923798
PCC6803,-0.16991455184288273,4.169914551842883
PCC6803,-0.18771233198328682,4.1877123319832865
PCC6803,-0.16514932587508963,4.16514932587509
PCC6803,-0.17023792777108102,4.170237927771081
PCC6803,-0.17370765033637062,4.173707650336371
PCC6803,-0.27717057155049024,4.27717057155049
PCC6803,-0.16737631196370617,4.167376311963706
PCC6803,-0.15928020848810898,4.159280208488109
PCC6803,-0.17149771199575864,4.171497711995759
PCC6803,-0.1653699198887905,4.16536991988879
PCC6803,-0.19944925480185494,4.199449254801855
PCC6803,-0.16757284508366674,4.167572845083667
PCC6803,-0.17610160775529568,4.176101607755296
PCC6803,-0.15876171314991663,4.158761713149917
PCC6803,-0.15618893956169505,4.156188939561695
PCC6803,-0.17531867545019236,4.1753186754501925
PCC6803,-0.1656489200701501,4.16564892007015
PCC6803,-0.16857667956810582,4.168576679568106
PCC6803,-0.16242016604673573,4.1624201660467355
PCC6803,-0.17630788153083143,4.176307881530832
PCC6803,-0.16224724309603344,4.162247243096034
PCC6803,-0.16169535843299354,4.161695358432993
PCC6803,-0.1817629241478177,4.181762924147818
PCC6803,-0.1324182145140428,4.1324182145140425
PCC6803,-0.12198604044338472,4.121986040443384
PCC6803,-0.15923524209462925,4.1592352420946295
PCC6803,-0.1699898095333547,4.169989809533354
PCC6803,-0.16909599839343226,4.169095998393432
PCC6803,-0.17586498178054724,4.175864981780547
PCC6803,-0.16457786315801337,4.164577863158013
PCC6803,-0.17572033145547938,4.175720331455479
PCC6803,-0.1815762642831116,4.181576264283112
PCC6803,-0.14110916510986485,4.141109165109865
PCC6803,-0.1579782179770834,4.1579782179770834
PCC6803,-0.14678215636532546,4.146782156365325
PCC6803,-0.16017548556507022,4.1601754855650706
PCC6803,-0.1680758746894375,4.168075874689437
PCC6803,-0.17832915681509412,4.178329156815094
PCC6803,-0.1440926890760926,4.144092689076093
PCC6803,-0.1540134676189176,4.154013467618918
PCC6803,-0.16269787361502658,4.162697873615026
PCC6803,-0.1782138240495109,4.178213824049511
PCC6803,-0.1665032201240053,4.166503220124005
PCC6803,-0.1739814641213141,4.173981464121314
PCC6803,-0.20522656928324193,4.205226569283242
PCC6803,-0.16478007578240994,4.16478007578241
PCC6803,-0.161452268812613,4.161452268812613
PCC6803,-0.16378861396204414,4.163788613962044
PCC6803,-0.16657718162290383,4.166577181622904
PCC6803,-0.14407029248501646,4.144070292485017
PCC6803,-0.1706810875491711,4.1706810875491716
PCC6803,-0.21143214777801628,4.211432147778016
PCC6803,-0.12683668318657004,4.12683668318657
PCC6803,-0.150428423599362,4.150428423599362
PCC6803,-0.17945674624827088,4.179456746248271
PCC6803,-0.18847175452383777,4.188471754523838
PCC6803,-0.18808235850564228,4.188082358505643
PCC6803,-0.2216770771168183,4.221677077116818
PCC6803,-0.17596309548286704,4.175963095482867
PCC6803,-0.2001458507772164,4.200145850777217
PCC6803,-0.1622186314392078,4.162218631439208
PCC6803,-0.20358737037668675,4.203587370376686
PCC6803,-0.16517596658788206,4.165175966587882
PCC6803,-0.1600487871058136,4.160048787105813
PCC6803,-0.16392752631890464,4.163927526318905
PCC6803,-0.15515391213970975,4.15515391213971
PCC6803,-0.17332571673096284,4.173325716730963
PCC6803,-0.16308929819624055,4.16308929819624
PCC6803,-0.16908409069801883,4.169084090698019
PCC6803,-0.1741480187500701,4.17414801875007
PCC6803,-0.15439740748097266,4.154397407480973
PCC6803,-0.16105659642445785,4.161056596424458
PCC6803,-0.17670970077282894,4.176709700772829
PCC6803,-0.18370759858302335,4.183707598583023
PCC6803,-0.15758313915160624,4.1575831391516065
PCC6803,-0.1442266558927824,4.1442266558927825
PCC6803,-0.17531864842157519,4.175318648421575
PCC6803,-0.1912969084086033,4.191296908408603
PCC6803,-0.17114000981940702,4.171140009819407
PCC6803,-0.1592251242648147,4.159225124264815
PCC6803,-0.15796373440811354,4.1579637344081135
PCC6803,-0.16461835617400253,4.164618356174002
PCC6803,-0.1611984325563072,4.161198432556307
PCC6803,-0.19731974165586638,4.197319741655867
PCC6803,-0.1904961068949399,4.19049610689494
PCC6803,-0.1559925181337366,4.155992518133736
PCC6803,-0.17827540748951018,4.17827540748951
PCC6803,-0.18387085972797462,4.183870859727975
PCC6803,-0.168883684327466,4.168883684327466
PCC6803,-0.23911827792892498,4.239118277928925
PCC6803,-0.16052941046966696,4.160529410469667
PCC6803,-0.17400539682993071,4.174005396829931
PCC6803,-0.17923262878261,4.17923262878261
PCC6803,-0.17197374269198662,4.1719737426919865
PCC6803,-0.15195558085338945,4.1519555808533894
PCC6803,-0.14949539260166575,4.149495392601666
PCC6803,-0.14568544967917518,4.145685449679175
PCC6803,-0.16100837518544545,4.161008375185445
PCC6803,-0.1786427536924064,4.178642753692406
PCC6803,-0.1629041260308339,4.162904126030834
PCC6803,-0.18406453179543975,4.18406453179544
PCC6803,-0.1471116992269759,4.147111699226976
PCC6803,-0.17139818325215012,4.17139818325215
PCC6803,-0.17687583240730545,4.176875832407306
PCC6803,-0.16283098924867415,4.162830989248675
PCC6803,-0.16149319576586882,4.1614931957658685
PCC6803,-0.1854757944985745,4.185475794498575
PCC6803,-0.16802981348194115,4.168029813481941
PCC6803,-0.11724304662397982,4.1172430466239796
PCC6803,-0.1856412299283494,4.18564122992835
PCC6803,-0.15824156239476128,4.158241562394761
PCC6803,-0.17360384398948578,4.173603843989485
PCC6803,-0.14965025554619807,4.149650255546198
PCC6803,-0.16391405255380087,4.1639140525538005
PCC6803,-0.17465688818576566,4.1746568881857655
PCC6803,-0.16362362089161572,4.163623620891616
PCC6803,-0.1522727410822221,4.152272741082222
PCC6803,-0.1561139367275055,4.156113936727506
PCC6803,-0.15097327680206174,4.150973276802062
PCC6803,-0.16218522559452112,4.162185225594521
PCC6803,-0.15919615060843978,4.15919615060844
PCC6803,-0.16714371963673214,4.167143719636732
PCC6803,-0.20071446640034177,4.200714466400342
PCC6803,-0.18638486305827803,4.186384863058278
PCC6803,-0.1640280209420348,4.164028020942035
PCC6803,-0.15620674230900564,4.156206742309005
PCC6803,-0.1737310176885522,4.173731017688552
PCC6803,-0.15846050860892116,4.158460508608921
PCC6803,-0.1688849397576428,4.168884939757643
PCC6803,-0.16889293301086933,4.168892933010869
PCC6803,-0.15191144476151006,4.15191144476151
PCC6803,-0.16195484742451843,4.161954847424519
PCC6803,-0.1606270383573741,4.160627038357374
PCC6803,-0.17178864978744243,4.171788649787443
PCC6803,-0.15159781473928605,4.1515978147392865
PCC6803,-0.1623263804342126,4.162326380434212
PCC6803,-0.16922414472007105,4.169224144720071
PCC6803,-0.16455287431261645,4.164552874312617
PCC6803,-0.1395587661857471,4.139558766185747
PCC6803,-0.16132988420078445,4.161329884200785
PCC6803,-0.12739057470048254,4.127390574700483
PCC6803,-0.16328629542343676,4.163286295423437
PCC6803,-0.1557706590290726,4.155770659029073
PCC6803,-0.18160898136921816,4.1816089813692185
PCC6803,-0.15046729020104246,4.150467290201043
PCC6803,-0.14471931772378402,4.144719317723784
PCC6803,-0.16901043785541303,4.169010437855413
PCC6803,-0.17717086821407949,4.17717086821408
PCC6803,-0.15800543208095583,4.158005432080956
PCC6803,-0.1632308650773797,4.16323086507738
PCC6803,-0.16844799114237186,4.168447991142372
PCC6803,-0.1447192686826921,4.144719268682692
PCC6803,-0.14944760690637227,4.149447606906373
PCC6803,-0.15748722367819754,4.1574872236781975
PCC6803,-0.18903066650601025,4.18903066650601
PCC6803,-0.2017259037976904,4.201725903797691
PCC6803,-0.15536993652271408,4.155369936522714
PCC6803,-0.17529741457981451,4.1752974145798145
PCC6803,-0.16148551531738997,4.1614855153173895
PCC6803,-0.1603100080193638,4.160310008019364
PCC6803,-0.18130856952101518,4.181308569521015
PCC6803,-0.16697895640309499,4.166978956403095
PCC6803,-0.17107302944494035,4.1710730294449405
PCC6803,-0.1346457238056683,4.134645723805669
PCC6803,-0.1721412309617117,4.172141230961712
PCC6803,-0.16883473743063496,4.168834737430635
PCC6803,-0.15887203566492936,4.158872035664929
PCC6803,-0.17700650856962769,4.177006508569628
PCC6803,-0.1805662153759963,4.180566215375996
PCC6803,-0.16365273079773832,4.163652730797739
PCC6803,-0.17269811716776653,4.172698117167767
PCC6803,-0.16590712070374258,4.165907120703743
PCC6803,-0.1638806190939649,4.163880619093965
PCC6803,-0.13275789486263656,4.132757894862636
PCC6803,-0.16548921208221667,4.165489212082217
PCC6803,-0.1616319713635032,4.161631971363503
PCC6803,-0.16738907205846804,4.167389072058468
PCC6803,-0.17363185680239723,4.173631856802397
PCC6803,-0.16132415149031856,4.1613241514903185
PCC6803,-0.1764274407621814,4.176427440762182
PCC6803,-0.18521795488765663,4.185217954887657
PCC6803,-0.18107719551950316,4.181077195519503
PCC6803,-0.17855263578668662,4.178552635786686
PCC6803,-0.1697719865597793,4.1697719865597795
PCC6803,-0.16029757190852192,4.160297571908522
PCC6803,-0.15618066766156807,4.156180667661568
PCC6803,-0.15046804844445988,4.15046804844446
PCC6803,-0.14696694312045155,4.146966943120452
PCC6803,-0.16668077035466944,4.166680770354669
PCC6803,-0.15011016401685098,4.150110164016851
PCC6803,-0.17757727838511092,4.177577278385111
PCC6803,-0.12118584770902653,4.121185847709026
PCC6803,-0.16227318317775058,4.16227318317775
PCC6803,-0.18617078033284484,4.186170780332845
PCC6803,-0.16678067529550605,4.166780675295506
PCC6803,-0.18467661883675973,4.18467661883676
PCC6803,-0.15840775355332157,4.1584077535533215
PCC6803,-0.2093529165016149,4.209352916501615
PCC6803,-0.16774639936916877,4.167746399369169
PCC6803,-0.16988142631832415,4.169881426318324
